,Data As Of,Start Date,End Date,Group,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote,Population,Mandate-4-2020,Mandate-5-2020,Mandate-6-2020,Mandate-7-2020
3082,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Maryland,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056241.0,1,1,1,1
3083,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Maryland,Male,15-24 years,0.0,25.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056241.0,1,1,1,1
3084,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Maryland,Male,25-34 years,0.0,79.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056241.0,1,1,1,1
3085,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Maryland,Male,35-44 years,0.0,105.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056241.0,1,1,1,1
3086,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Maryland,Male,45-54 years,0.0,143.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056241.0,1,1,1,1
3087,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Maryland,Male,55-64 years,0.0,331.0,22.0,0.0,0.0,25.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056241.0,1,1,1,1
3088,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Maryland,Male,65-74 years,0.0,503.0,31.0,0.0,0.0,33.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056241.0,1,1,1,1
3089,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Maryland,Male,75-84 years,0.0,525.0,50.0,0.0,0.0,55.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056241.0,1,1,1,1
3090,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Maryland,Male,85 years and over,0.0,528.0,46.0,0.0,0.0,47.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056241.0,1,1,1,1
3091,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Maryland,Female,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056241.0,1,1,1,1
3092,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Maryland,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056241.0,1,1,1,1
3093,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Maryland,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056241.0,1,1,1,1
3094,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Maryland,Female,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056241.0,1,1,1,1
3095,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Maryland,Female,25-34 years,0.0,21.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056241.0,1,1,1,1
3096,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Maryland,Female,35-44 years,0.0,50.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056241.0,1,1,1,1
3097,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Maryland,Female,45-54 years,0.0,82.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056241.0,1,1,1,1
3098,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Maryland,Female,55-64 years,0.0,238.0,15.0,0.0,0.0,16.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056241.0,1,1,1,1
3099,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Maryland,Female,65-74 years,0.0,376.0,27.0,0.0,0.0,28.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056241.0,1,1,1,1
3100,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Maryland,Female,75-84 years,0.0,560.0,50.0,0.0,0.0,53.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056241.0,1,1,1,1
3101,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,Maryland,Female,85 years and over,0.0,903.0,75.0,0.0,0.0,78.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056241.0,1,1,1,1
3102,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Maryland,Male,Under 1 year,0.0,17.0,0.0,0.0,0.0,0.0,,6056168.0,1,1,1,1
3103,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Maryland,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,,6056168.0,1,1,1,1
3104,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Maryland,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056168.0,1,1,1,1
3105,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Maryland,Male,15-24 years,0.0,30.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056168.0,1,1,1,1
3106,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Maryland,Male,25-34 years,0.0,81.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056168.0,1,1,1,1
3107,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Maryland,Male,35-44 years,0.0,78.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056168.0,1,1,1,1
3108,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Maryland,Male,45-54 years,0.0,127.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056168.0,1,1,1,1
3109,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Maryland,Male,55-64 years,0.0,330.0,20.0,0.0,0.0,23.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056168.0,1,1,1,1
3110,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Maryland,Male,65-74 years,0.0,445.0,25.0,0.0,0.0,31.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056168.0,1,1,1,1
3111,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Maryland,Male,75-84 years,0.0,506.0,41.0,0.0,0.0,43.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056168.0,1,1,1,1
3112,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Maryland,Male,85 years and over,0.0,490.0,49.0,0.0,0.0,54.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056168.0,1,1,1,1
3113,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Maryland,Female,Under 1 year,0.0,18.0,0.0,0.0,0.0,0.0,,6056168.0,1,1,1,1
3114,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Maryland,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056168.0,1,1,1,1
3115,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Maryland,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056168.0,1,1,1,1
3116,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Maryland,Female,15-24 years,0.0,10.0,0.0,0.0,0.0,0.0,,6056168.0,1,1,1,1
3117,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Maryland,Female,25-34 years,0.0,32.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056168.0,1,1,1,1
3118,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Maryland,Female,35-44 years,0.0,48.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056168.0,1,1,1,1
3119,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Maryland,Female,45-54 years,0.0,93.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056168.0,1,1,1,1
3120,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Maryland,Female,55-64 years,0.0,214.0,10.0,0.0,0.0,16.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056168.0,1,1,1,1
3121,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Maryland,Female,65-74 years,0.0,372.0,23.0,0.0,0.0,26.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056168.0,1,1,1,1
3122,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Maryland,Female,75-84 years,0.0,523.0,31.0,0.0,0.0,35.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056168.0,1,1,1,1
3123,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,Maryland,Female,85 years and over,0.0,799.0,64.0,0.0,0.0,67.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056168.0,1,1,1,1
3124,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Maryland,Male,Under 1 year,0.0,12.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056070.0,1,1,1,1
3125,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Maryland,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056070.0,1,1,1,1
3126,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Maryland,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056070.0,1,1,1,1
3127,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Maryland,Male,15-24 years,0.0,35.0,0.0,0.0,0.0,0.0,,6056070.0,1,1,1,1
3128,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Maryland,Male,25-34 years,0.0,68.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056070.0,1,1,1,1
3129,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Maryland,Male,35-44 years,0.0,101.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056070.0,1,1,1,1
3130,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Maryland,Male,45-54 years,0.0,139.0,0.0,0.0,0.0,11.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056070.0,1,1,1,1
3131,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Maryland,Male,55-64 years,0.0,368.0,19.0,0.0,0.0,25.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056070.0,1,1,1,1
3132,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Maryland,Male,65-74 years,10.0,513.0,44.0,0.0,0.0,50.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056070.0,1,1,1,1
3133,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Maryland,Male,75-84 years,11.0,542.0,61.0,0.0,0.0,75.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056070.0,1,1,1,1
3134,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Maryland,Male,85 years and over,0.0,556.0,55.0,0.0,0.0,63.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056070.0,1,1,1,1
3135,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Maryland,Female,Under 1 year,0.0,17.0,0.0,0.0,0.0,0.0,,6056070.0,1,1,1,1
3136,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Maryland,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056070.0,1,1,1,1
3137,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Maryland,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056070.0,1,1,1,1
3138,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Maryland,Female,15-24 years,0.0,11.0,0.0,0.0,0.0,0.0,,6056070.0,1,1,1,1
3139,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Maryland,Female,25-34 years,0.0,45.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056070.0,1,1,1,1
3140,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Maryland,Female,35-44 years,0.0,60.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056070.0,1,1,1,1
3141,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Maryland,Female,45-54 years,0.0,84.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056070.0,1,1,1,1
3142,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Maryland,Female,55-64 years,0.0,252.0,18.0,0.0,0.0,24.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056070.0,1,1,1,1
3143,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Maryland,Female,65-74 years,0.0,384.0,27.0,0.0,0.0,34.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056070.0,1,1,1,1
3144,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Maryland,Female,75-84 years,0.0,559.0,48.0,0.0,0.0,56.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056070.0,1,1,1,1
3145,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,Maryland,Female,85 years and over,0.0,948.0,80.0,0.0,0.0,90.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6056070.0,1,1,1,1
3146,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Maryland,Male,Under 1 year,0.0,15.0,0.0,0.0,0.0,0.0,,6055968.0,1,1,1,1
3147,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Maryland,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055968.0,1,1,1,1
3148,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Maryland,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055968.0,1,1,1,1
3149,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Maryland,Male,15-24 years,0.0,38.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055968.0,1,1,1,1
3150,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Maryland,Male,25-34 years,13.0,95.0,0.0,0.0,0.0,15.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055968.0,1,1,1,1
3151,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Maryland,Male,35-44 years,15.0,120.0,11.0,0.0,0.0,20.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055968.0,1,1,1,1
3152,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Maryland,Male,45-54 years,33.0,205.0,23.0,12.0,0.0,44.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055968.0,1,1,1,1
3153,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Maryland,Male,55-64 years,101.0,489.0,63.0,32.0,0.0,134.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055968.0,1,1,1,1
3154,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Maryland,Male,65-74 years,134.0,630.0,93.0,52.0,0.0,175.0,,6055968.0,1,1,1,1
3155,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Maryland,Male,75-84 years,186.0,737.0,144.0,79.0,0.0,252.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055968.0,1,1,1,1
3156,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Maryland,Male,85 years and over,161.0,716.0,111.0,61.0,0.0,211.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055968.0,1,1,1,1
3157,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Maryland,Female,Under 1 year,0.0,16.0,0.0,0.0,0.0,0.0,,6055968.0,1,1,1,1
3158,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Maryland,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055968.0,1,1,1,1
3159,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Maryland,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055968.0,1,1,1,1
3160,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Maryland,Female,15-24 years,0.0,12.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055968.0,1,1,1,1
3161,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Maryland,Female,25-34 years,0.0,38.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055968.0,1,1,1,1
3162,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Maryland,Female,35-44 years,0.0,55.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055968.0,1,1,1,1
3163,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Maryland,Female,45-54 years,23.0,125.0,16.0,0.0,0.0,30.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055968.0,1,1,1,1
3164,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Maryland,Female,55-64 years,46.0,307.0,37.0,18.0,0.0,67.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055968.0,1,1,1,1
3165,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Maryland,Female,65-74 years,118.0,508.0,87.0,47.0,0.0,162.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055968.0,1,1,1,1
3166,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Maryland,Female,75-84 years,182.0,737.0,125.0,72.0,0.0,236.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055968.0,1,1,1,1
3167,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,Maryland,Female,85 years and over,258.0,1193.0,151.0,77.0,0.0,334.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055968.0,1,1,1,1
3168,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Maryland,Male,Under 1 year,0.0,16.0,0.0,0.0,0.0,0.0,,6055881.0,1,1,1,1
3169,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Maryland,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055881.0,1,1,1,1
3170,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Maryland,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055881.0,1,1,1,1
3171,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Maryland,Male,15-24 years,0.0,54.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055881.0,1,1,1,1
3172,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Maryland,Male,25-34 years,10.0,105.0,0.0,0.0,0.0,11.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055881.0,1,1,1,1
3173,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Maryland,Male,35-44 years,29.0,161.0,13.0,11.0,0.0,31.0,,6055881.0,1,1,1,1
3174,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Maryland,Male,45-54 years,49.0,250.0,30.0,21.0,0.0,58.0,,6055881.0,1,1,1,1
3175,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Maryland,Male,55-64 years,118.0,536.0,60.0,46.0,0.0,132.0,,6055881.0,1,1,1,1
3176,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Maryland,Male,65-74 years,170.0,643.0,97.0,66.0,0.0,201.0,,6055881.0,1,1,1,1
3177,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Maryland,Male,75-84 years,222.0,725.0,117.0,80.0,0.0,259.0,,6055881.0,1,1,1,1
3178,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Maryland,Male,85 years and over,188.0,631.0,100.0,63.0,0.0,226.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055881.0,1,1,1,1
3179,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Maryland,Female,Under 1 year,0.0,11.0,0.0,0.0,0.0,0.0,,6055881.0,1,1,1,1
3180,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Maryland,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055881.0,1,1,1,1
3181,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Maryland,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055881.0,1,1,1,1
3182,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Maryland,Female,15-24 years,0.0,17.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055881.0,1,1,1,1
3183,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Maryland,Female,25-34 years,0.0,45.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055881.0,1,1,1,1
3184,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Maryland,Female,35-44 years,0.0,68.0,0.0,0.0,0.0,10.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055881.0,1,1,1,1
3185,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Maryland,Female,45-54 years,22.0,118.0,14.0,10.0,0.0,26.0,,6055881.0,1,1,1,1
3186,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Maryland,Female,55-64 years,69.0,292.0,40.0,23.0,0.0,86.0,,6055881.0,1,1,1,1
3187,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Maryland,Female,65-74 years,136.0,507.0,98.0,69.0,0.0,165.0,,6055881.0,1,1,1,1
3188,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Maryland,Female,75-84 years,190.0,709.0,91.0,68.0,0.0,215.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055881.0,1,1,1,1
3189,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,Maryland,Female,85 years and over,325.0,1185.0,152.0,104.0,0.0,373.0,,6055881.0,1,1,1,1
3190,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Maryland,Male,Under 1 year,0.0,16.0,0.0,0.0,0.0,0.0,,6055822.0,1,1,1,1
3191,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Maryland,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,,6055822.0,1,1,1,1
3192,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Maryland,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055822.0,1,1,1,1
3193,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Maryland,Male,15-24 years,0.0,41.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055822.0,1,1,1,1
3194,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Maryland,Male,25-34 years,0.0,104.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055822.0,1,1,1,1
3195,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,Maryland,Male,35-44 years,12.0,104.0,0.0,0.0,0.0,15.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,6055822.0,1,1,1,1
