,Data As Of,Start Date,End Date,Group,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote,Population
11010,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,New Jersey,Female,45-54 years,13.0,124.0,16.0,0.0,0.0,21.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,8882478.0
11012,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,New Jersey,Female,55-64 years,32.0,271.0,31.0,16.0,0.0,48.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,8882478.0
11013,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,New Jersey,Female,65-74 years,63.0,496.0,56.0,36.0,0.0,83.0,,8882478.0
11014,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,New Jersey,Female,75-84 years,117.0,773.0,98.0,63.0,0.0,152.0,,8882478.0
11015,3/10/2021,6/1/2020,6/30/2020,By Month,2020.0,6.0,New Jersey,Female,85 years and over,214.0,1331.0,119.0,72.0,0.0,261.0,,8882478.0
11034,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,New Jersey,Male,Under 1 year,0.0,14.0,0.0,0.0,0.0,0.0,,8882371.0
11036,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,New Jersey,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,8882371.0
11037,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,New Jersey,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,8882371.0
11038,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,New Jersey,Male,15-24 years,0.0,35.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,8882371.0
11040,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,New Jersey,Male,25-34 years,0.0,84.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,8882371.0
11042,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,New Jersey,Male,35-44 years,0.0,127.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,8882371.0
11044,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,New Jersey,Male,45-54 years,10.0,222.0,12.0,0.0,0.0,17.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,8882371.0
11046,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,New Jersey,Male,55-64 years,45.0,509.0,42.0,26.0,0.0,61.0,,8882371.0
11047,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,New Jersey,Male,65-74 years,38.0,636.0,48.0,15.0,0.0,71.0,,8882371.0
11048,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,New Jersey,Male,75-84 years,49.0,739.0,66.0,23.0,0.0,92.0,,8882371.0
11049,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,New Jersey,Male,85 years and over,35.0,733.0,48.0,10.0,0.0,73.0,,8882371.0
11051,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,New Jersey,Female,Under 1 year,0.0,13.0,0.0,0.0,0.0,0.0,,8882371.0
11053,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,New Jersey,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,8882371.0
11054,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,New Jersey,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,8882371.0
11055,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,New Jersey,Female,15-24 years,0.0,18.0,0.0,0.0,0.0,0.0,,8882371.0
11057,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,New Jersey,Female,25-34 years,0.0,32.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,8882371.0
11059,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,New Jersey,Female,35-44 years,0.0,55.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,8882371.0
11061,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,New Jersey,Female,45-54 years,0.0,91.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,8882371.0
11063,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,New Jersey,Female,55-64 years,16.0,316.0,22.0,0.0,0.0,32.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,8882371.0
11064,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,New Jersey,Female,65-74 years,26.0,490.0,28.0,11.0,0.0,43.0,,8882371.0
11065,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,New Jersey,Female,75-84 years,31.0,714.0,42.0,13.0,0.0,60.0,,8882371.0
11066,3/10/2021,7/1/2020,7/31/2020,By Month,2020.0,7.0,New Jersey,Female,85 years and over,62.0,1250.0,56.0,16.0,0.0,102.0,,8882371.0
11085,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,New Mexico,Male,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104277.0
11087,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,New Mexico,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104277.0
11088,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,New Mexico,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104277.0
11089,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,New Mexico,Male,15-24 years,0.0,19.0,0.0,0.0,0.0,0.0,,2104277.0
11091,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,New Mexico,Male,25-34 years,0.0,34.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104277.0
11093,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,New Mexico,Male,35-44 years,0.0,47.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104277.0
11095,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,New Mexico,Male,45-54 years,0.0,55.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104277.0
11097,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,New Mexico,Male,55-64 years,0.0,139.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104277.0
11098,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,New Mexico,Male,65-74 years,0.0,202.0,15.0,0.0,0.0,19.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104277.0
11099,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,New Mexico,Male,75-84 years,0.0,212.0,17.0,0.0,0.0,20.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104277.0
11100,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,New Mexico,Male,85 years and over,0.0,205.0,16.0,0.0,0.0,18.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104277.0
11102,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,New Mexico,Female,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104277.0
11104,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,New Mexico,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104277.0
11105,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,New Mexico,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104277.0
11106,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,New Mexico,Female,15-24 years,0.0,12.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104277.0
11108,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,New Mexico,Female,25-34 years,0.0,16.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104277.0
11110,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,New Mexico,Female,35-44 years,0.0,25.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104277.0
11112,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,New Mexico,Female,45-54 years,0.0,40.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104277.0
11114,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,New Mexico,Female,55-64 years,0.0,104.0,0.0,0.0,0.0,11.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104277.0
11115,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,New Mexico,Female,65-74 years,0.0,162.0,11.0,0.0,0.0,13.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104277.0
11116,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,New Mexico,Female,75-84 years,0.0,197.0,15.0,0.0,0.0,18.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104277.0
11117,3/10/2021,1/1/2020,1/31/2020,By Month,2020.0,1.0,New Mexico,Female,85 years and over,0.0,266.0,15.0,0.0,0.0,18.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104277.0
11136,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,New Mexico,Male,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104872.0
11138,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,New Mexico,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104872.0
11139,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,New Mexico,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104872.0
11140,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,New Mexico,Male,15-24 years,0.0,15.0,0.0,0.0,0.0,0.0,,2104872.0
11142,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,New Mexico,Male,25-34 years,0.0,20.0,0.0,0.0,0.0,0.0,,2104872.0
11144,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,New Mexico,Male,35-44 years,0.0,44.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104872.0
11146,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,New Mexico,Male,45-54 years,0.0,65.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104872.0
11148,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,New Mexico,Male,55-64 years,0.0,140.0,13.0,0.0,0.0,13.0,,2104872.0
11149,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,New Mexico,Male,65-74 years,0.0,179.0,10.0,0.0,0.0,12.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104872.0
11150,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,New Mexico,Male,75-84 years,0.0,212.0,16.0,0.0,0.0,19.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104872.0
11151,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,New Mexico,Male,85 years and over,0.0,187.0,12.0,0.0,0.0,12.0,,2104872.0
11153,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,New Mexico,Female,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104872.0
11155,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,New Mexico,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,,2104872.0
11156,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,New Mexico,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104872.0
11157,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,New Mexico,Female,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104872.0
11159,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,New Mexico,Female,25-34 years,0.0,14.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104872.0
11161,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,New Mexico,Female,35-44 years,0.0,26.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104872.0
11163,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,New Mexico,Female,45-54 years,0.0,26.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104872.0
11165,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,New Mexico,Female,55-64 years,0.0,78.0,0.0,0.0,0.0,10.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104872.0
11166,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,New Mexico,Female,65-74 years,0.0,130.0,10.0,0.0,0.0,11.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104872.0
11167,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,New Mexico,Female,75-84 years,0.0,165.0,15.0,0.0,0.0,15.0,,2104872.0
11168,3/10/2021,2/1/2020,2/29/2020,By Month,2020.0,2.0,New Mexico,Female,85 years and over,0.0,262.0,14.0,0.0,0.0,15.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2104872.0
11187,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,New Mexico,Male,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105377.0
11189,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,New Mexico,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105377.0
11190,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,New Mexico,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105377.0
11191,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,New Mexico,Male,15-24 years,0.0,13.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105377.0
11193,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,New Mexico,Male,25-34 years,0.0,31.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105377.0
11195,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,New Mexico,Male,35-44 years,0.0,59.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105377.0
11197,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,New Mexico,Male,45-54 years,0.0,65.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105377.0
11199,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,New Mexico,Male,55-64 years,0.0,150.0,10.0,0.0,0.0,11.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105377.0
11200,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,New Mexico,Male,65-74 years,0.0,169.0,13.0,0.0,0.0,13.0,,2105377.0
11201,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,New Mexico,Male,75-84 years,0.0,203.0,18.0,0.0,0.0,20.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105377.0
11202,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,New Mexico,Male,85 years and over,0.0,186.0,14.0,0.0,0.0,14.0,,2105377.0
11204,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,New Mexico,Female,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105377.0
11206,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,New Mexico,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105377.0
11207,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,New Mexico,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,,2105377.0
11208,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,New Mexico,Female,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105377.0
11210,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,New Mexico,Female,25-34 years,0.0,16.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105377.0
11212,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,New Mexico,Female,35-44 years,0.0,22.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105377.0
11214,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,New Mexico,Female,45-54 years,0.0,46.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105377.0
11216,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,New Mexico,Female,55-64 years,0.0,68.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105377.0
11217,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,New Mexico,Female,65-74 years,0.0,144.0,11.0,0.0,0.0,12.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105377.0
11218,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,New Mexico,Female,75-84 years,0.0,180.0,15.0,0.0,0.0,16.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105377.0
11219,3/10/2021,3/1/2020,3/31/2020,By Month,2020.0,3.0,New Mexico,Female,85 years and over,0.0,284.0,20.0,0.0,0.0,21.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105377.0
11238,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,New Mexico,Male,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105782.0
11240,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,New Mexico,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105782.0
11241,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,New Mexico,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105782.0
11242,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,New Mexico,Male,15-24 years,0.0,12.0,0.0,0.0,0.0,0.0,,2105782.0
11244,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,New Mexico,Male,25-34 years,0.0,47.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105782.0
11246,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,New Mexico,Male,35-44 years,0.0,59.0,0.0,0.0,0.0,11.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105782.0
11248,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,New Mexico,Male,45-54 years,0.0,76.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105782.0
11250,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,New Mexico,Male,55-64 years,12.0,138.0,14.0,0.0,0.0,20.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105782.0
11251,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,New Mexico,Male,65-74 years,18.0,201.0,15.0,0.0,0.0,25.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105782.0
11252,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,New Mexico,Male,75-84 years,12.0,206.0,20.0,0.0,0.0,26.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105782.0
11253,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,New Mexico,Male,85 years and over,26.0,193.0,26.0,0.0,0.0,44.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105782.0
11255,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,New Mexico,Female,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105782.0
11257,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,New Mexico,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105782.0
11258,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,New Mexico,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,,2105782.0
11259,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,New Mexico,Female,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105782.0
11261,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,New Mexico,Female,25-34 years,0.0,11.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105782.0
11263,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,New Mexico,Female,35-44 years,0.0,30.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105782.0
11265,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,New Mexico,Female,45-54 years,0.0,38.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105782.0
11267,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,New Mexico,Female,55-64 years,0.0,83.0,10.0,0.0,0.0,12.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105782.0
11268,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,New Mexico,Female,65-74 years,0.0,128.0,13.0,0.0,0.0,17.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2105782.0
11269,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,New Mexico,Female,75-84 years,21.0,215.0,22.0,10.0,0.0,33.0,,2105782.0
11270,3/10/2021,4/1/2020,4/30/2020,By Month,2020.0,4.0,New Mexico,Female,85 years and over,34.0,293.0,23.0,13.0,0.0,44.0,,2105782.0
11289,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,New Mexico,Male,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2106078.0
11291,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,New Mexico,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2106078.0
11292,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,New Mexico,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2106078.0
11293,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,New Mexico,Male,15-24 years,0.0,25.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2106078.0
11295,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,New Mexico,Male,25-34 years,10.0,64.0,0.0,0.0,0.0,12.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2106078.0
11297,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,New Mexico,Male,35-44 years,0.0,47.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2106078.0
11299,3/10/2021,5/1/2020,5/31/2020,By Month,2020.0,5.0,New Mexico,Male,45-54 years,17.0,98.0,10.0,0.0,0.0,20.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2106078.0
