,Data As Of,Start Date,End Date,Group,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
1374,3/10/2021,1/1/2020,3/6/2021,By Total,,,Missouri,Female,65-74 years,877.0,7680.0,771.0,410.0,21.0,1258.0,
1375,3/10/2021,1/1/2020,3/6/2021,By Total,,,Missouri,Female,75-84 years,1247.0,10409.0,1069.0,563.0,32.0,1785.0,
1376,3/10/2021,1/1/2020,3/6/2021,By Total,,,Missouri,Female,85 years and over,2116.0,15392.0,1363.0,702.0,25.0,2801.0,
1377,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,All Sexes,All Ages,1494.0,13601.0,1226.0,705.0,37.0,2052.0,
1378,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,All Sexes,Under 1 year,0.0,58.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1379,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,All Sexes,0-17 years,0.0,135.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1380,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,All Sexes,1-4 years,0.0,14.0,0.0,0.0,0.0,0.0,
1381,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,All Sexes,5-14 years,0.0,28.0,0.0,0.0,0.0,0.0,
1382,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,All Sexes,15-24 years,0.0,163.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1383,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,All Sexes,18-29 years,0.0,243.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1384,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,All Sexes,25-34 years,0.0,267.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1385,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,All Sexes,30-39 years,19.0,331.0,17.0,11.0,0.0,27.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1386,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,All Sexes,35-44 years,24.0,373.0,24.0,14.0,0.0,36.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1387,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,All Sexes,40-49 years,30.0,460.0,24.0,14.0,0.0,41.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1388,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,All Sexes,45-54 years,55.0,669.0,39.0,23.0,0.0,72.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1389,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,All Sexes,50-64 years,196.0,2052.0,162.0,105.0,0.0,260.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1390,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,All Sexes,55-64 years,160.0,1649.0,136.0,90.0,0.0,213.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1391,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,All Sexes,65-74 years,322.0,2779.0,298.0,171.0,0.0,457.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1392,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,All Sexes,75-84 years,438.0,3455.0,373.0,230.0,0.0,587.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1393,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,All Sexes,85 years and over,488.0,4146.0,349.0,174.0,13.0,676.0,
1394,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Male,All Ages,833.0,7480.0,738.0,421.0,19.0,1169.0,
1395,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Male,Under 1 year,0.0,28.0,0.0,0.0,0.0,0.0,
1396,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Male,0-17 years,0.0,69.0,0.0,0.0,0.0,0.0,
1397,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1398,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Male,5-14 years,0.0,14.0,0.0,0.0,0.0,0.0,
1399,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Male,15-24 years,0.0,121.0,0.0,0.0,0.0,0.0,
1400,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Male,18-29 years,0.0,185.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1401,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Male,25-34 years,0.0,181.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1402,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Male,30-39 years,10.0,213.0,13.0,0.0,0.0,17.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1403,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Male,35-44 years,12.0,244.0,16.0,0.0,0.0,23.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1404,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Male,40-49 years,17.0,312.0,15.0,0.0,0.0,26.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1405,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Male,45-54 years,38.0,438.0,27.0,16.0,0.0,50.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1406,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Male,50-64 years,120.0,1270.0,103.0,64.0,0.0,163.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1407,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Male,55-64 years,95.0,1017.0,85.0,54.0,0.0,130.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1408,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Male,65-74 years,200.0,1681.0,177.0,102.0,0.0,277.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1409,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Male,75-84 years,264.0,1965.0,236.0,148.0,0.0,357.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1410,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Male,85 years and over,221.0,1785.0,194.0,92.0,0.0,328.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1411,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Female,All Ages,661.0,6121.0,488.0,284.0,18.0,883.0,
1412,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Female,Under 1 year,0.0,30.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1413,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Female,0-17 years,0.0,66.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1414,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1415,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Female,5-14 years,0.0,14.0,0.0,0.0,0.0,0.0,
1416,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Female,15-24 years,0.0,42.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1417,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Female,18-29 years,0.0,58.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1418,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Female,25-34 years,0.0,86.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1419,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Female,30-39 years,0.0,118.0,0.0,0.0,0.0,10.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1420,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Female,35-44 years,12.0,129.0,0.0,0.0,0.0,13.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1421,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Female,40-49 years,13.0,148.0,0.0,0.0,0.0,15.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1422,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Female,45-54 years,17.0,231.0,12.0,0.0,0.0,22.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1423,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Female,50-64 years,76.0,782.0,59.0,41.0,0.0,97.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1424,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Female,55-64 years,65.0,632.0,51.0,36.0,0.0,83.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1425,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Female,65-74 years,122.0,1098.0,121.0,69.0,0.0,180.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1426,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Female,75-84 years,174.0,1490.0,137.0,82.0,0.0,230.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1427,3/10/2021,1/1/2020,3/6/2021,By Total,,,Montana,Female,85 years and over,267.0,2361.0,155.0,82.0,0.0,348.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1428,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,All Sexes,All Ages,2685.0,22371.0,2288.0,1107.0,53.0,3918.0,
1429,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,All Sexes,Under 1 year,0.0,156.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1430,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,All Sexes,0-17 years,0.0,283.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1431,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,All Sexes,1-4 years,0.0,28.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1432,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,All Sexes,5-14 years,0.0,53.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1433,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,All Sexes,15-24 years,0.0,226.0,0.0,0.0,0.0,13.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1434,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,All Sexes,18-29 years,12.0,324.0,16.0,0.0,0.0,24.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1435,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,All Sexes,25-34 years,17.0,337.0,22.0,0.0,0.0,33.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1436,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,All Sexes,30-39 years,23.0,463.0,23.0,0.0,0.0,40.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1437,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,All Sexes,35-44 years,25.0,520.0,21.0,10.0,0.0,36.0,
1438,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,All Sexes,40-49 years,44.0,663.0,36.0,15.0,0.0,66.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1439,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,All Sexes,45-54 years,101.0,1024.0,94.0,45.0,0.0,152.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1440,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,All Sexes,50-64 years,326.0,3166.0,308.0,149.0,14.0,499.0,
1441,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,All Sexes,55-64 years,258.0,2555.0,240.0,114.0,13.0,397.0,
1442,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,All Sexes,65-74 years,517.0,4271.0,434.0,220.0,10.0,740.0,
1443,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,All Sexes,75-84 years,772.0,5462.0,645.0,354.0,0.0,1069.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1444,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,All Sexes,85 years and over,990.0,7739.0,823.0,357.0,15.0,1471.0,
1445,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Male,All Ages,1526.0,11553.0,1274.0,679.0,22.0,2142.0,
1446,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Male,Under 1 year,0.0,101.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1447,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Male,0-17 years,0.0,182.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1448,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Male,1-4 years,0.0,14.0,0.0,0.0,0.0,0.0,
1449,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Male,5-14 years,0.0,34.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1450,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Male,15-24 years,0.0,164.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1451,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Male,18-29 years,0.0,240.0,10.0,0.0,0.0,14.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1452,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Male,25-34 years,13.0,245.0,13.0,0.0,0.0,22.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1453,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Male,30-39 years,17.0,312.0,15.0,0.0,0.0,27.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1454,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Male,35-44 years,15.0,343.0,12.0,0.0,0.0,21.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1455,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Male,40-49 years,26.0,415.0,16.0,0.0,0.0,34.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1456,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Male,45-54 years,69.0,633.0,53.0,29.0,0.0,94.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1457,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Male,50-64 years,210.0,1942.0,193.0,95.0,0.0,316.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1458,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Male,55-64 years,162.0,1557.0,152.0,73.0,0.0,249.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1459,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Male,65-74 years,345.0,2507.0,267.0,147.0,0.0,469.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1460,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Male,75-84 years,472.0,2906.0,370.0,228.0,0.0,616.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1461,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Male,85 years and over,448.0,3049.0,401.0,191.0,0.0,661.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1462,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Female,All Ages,1159.0,10818.0,1014.0,428.0,31.0,1776.0,
1463,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Female,Under 1 year,0.0,55.0,0.0,0.0,0.0,0.0,
1464,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Female,0-17 years,0.0,101.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1465,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Female,1-4 years,0.0,14.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1466,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Female,5-14 years,0.0,19.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1467,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Female,15-24 years,0.0,62.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1468,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Female,18-29 years,0.0,84.0,0.0,0.0,0.0,10.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1469,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Female,25-34 years,0.0,92.0,0.0,0.0,0.0,11.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1470,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Female,30-39 years,0.0,151.0,0.0,0.0,0.0,13.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1471,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Female,35-44 years,10.0,177.0,0.0,0.0,0.0,15.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1472,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Female,40-49 years,18.0,248.0,20.0,0.0,0.0,32.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1473,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Female,45-54 years,32.0,391.0,41.0,16.0,0.0,58.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1474,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Female,50-64 years,116.0,1224.0,115.0,54.0,0.0,183.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1475,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Female,55-64 years,96.0,998.0,88.0,41.0,0.0,148.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1476,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Female,65-74 years,172.0,1764.0,167.0,73.0,0.0,271.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1477,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Female,75-84 years,300.0,2556.0,275.0,126.0,0.0,453.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1478,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nebraska,Female,85 years and over,542.0,4690.0,422.0,166.0,12.0,810.0,
1479,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,All Sexes,All Ages,5108.0,36857.0,5821.0,4004.0,60.0,6983.0,
1480,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,All Sexes,Under 1 year,0.0,170.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1481,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,All Sexes,0-17 years,0.0,335.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1482,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,All Sexes,1-4 years,0.0,35.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1483,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,All Sexes,5-14 years,0.0,61.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1484,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,All Sexes,15-24 years,11.0,426.0,0.0,0.0,0.0,16.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1485,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,All Sexes,18-29 years,30.0,727.0,30.0,17.0,0.0,43.0,
1486,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,All Sexes,25-34 years,45.0,843.0,57.0,33.0,0.0,71.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1487,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,All Sexes,30-39 years,69.0,1018.0,81.0,51.0,0.0,103.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1488,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,All Sexes,35-44 years,123.0,1254.0,121.0,86.0,0.0,161.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1489,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,All Sexes,40-49 years,227.0,1726.0,232.0,169.0,0.0,293.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1490,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,All Sexes,45-54 years,352.0,2454.0,400.0,278.0,0.0,481.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1491,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,All Sexes,50-64 years,955.0,6625.0,1107.0,748.0,19.0,1333.0,
1492,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,All Sexes,55-64 years,752.0,5188.0,864.0,585.0,14.0,1045.0,
1493,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,All Sexes,65-74 years,1312.0,8481.0,1562.0,1051.0,16.0,1838.0,
1494,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,All Sexes,75-84 years,1521.0,9713.0,1710.0,1201.0,13.0,2042.0,
1495,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,All Sexes,85 years and over,991.0,8232.0,1095.0,767.0,0.0,1324.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1496,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,Male,All Ages,3191.0,20822.0,3543.0,2518.0,34.0,4249.0,
1497,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,Male,Under 1 year,0.0,95.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1498,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,Male,0-17 years,0.0,209.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1499,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,Male,1-4 years,0.0,23.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1500,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,Male,5-14 years,0.0,42.0,0.0,0.0,0.0,0.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1501,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,Male,15-24 years,0.0,312.0,0.0,0.0,0.0,11.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1502,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,Male,18-29 years,15.0,518.0,19.0,10.0,0.0,24.0,
1503,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,Male,25-34 years,23.0,588.0,34.0,19.0,0.0,38.0,
1504,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,Male,30-39 years,49.0,687.0,55.0,38.0,0.0,67.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1505,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,Male,35-44 years,92.0,828.0,86.0,66.0,0.0,113.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1506,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,Male,40-49 years,161.0,1112.0,155.0,121.0,0.0,195.0,
1507,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,Male,45-54 years,256.0,1579.0,267.0,202.0,0.0,323.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1508,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,Male,50-64 years,654.0,4186.0,716.0,510.0,12.0,872.0,
1509,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,Male,55-64 years,501.0,3245.0,552.0,389.0,10.0,674.0,
1510,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,Male,65-74 years,863.0,5105.0,986.0,683.0,11.0,1176.0,
1511,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,Male,75-84 years,925.0,5368.0,1019.0,736.0,0.0,1216.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1512,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,Male,85 years and over,522.0,3637.0,589.0,420.0,0.0,693.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1513,3/10/2021,1/1/2020,3/6/2021,By Total,,,Nevada,Female,All Ages,1917.0,16035.0,2278.0,1486.0,26.0,2734.0,
